"","respondent_id","enrollment","employment","employment_type","weekly_work_hrs","ethnicity","gender","total_income","academic_level","college/school","mode_transport","transport_reliability","living_alone","dependents","household_head","residence","permanent_address","spent_night_elsewhere","know_homelessness_studt","federal_aid","FI_q26","FI_q27","FI_q28","FI_q30","FI_q31","expenditures_changed","income_changed","fed_aid_changed","debt_changed"
"5827",87956100,"Full Time","Part Time","On-Campus","19 hours or less","Asian","Female","20,000-29,999","Masters","Liberal Arts","Car (someone drives) & Carpool","Somewhat reliable","No","No","Yes","Off-Campus with family","Yes",NA,"No","Loans","Never true","Never true","No","No","No","About the same","Decreased","Decreased","Increased"
"5828",87956103,"Part Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Female","50,000-69,999","Freshman","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","No","No","No","Increased","Decreased","About the same","Increased"
"5829",87956107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5830",87956110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5831",87956112,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Male","20,000-29,999","Junior","Engineering","Car (alone)","Very reliable","Yes",NA,"Yes","Off-Campus not with family","Yes",NA,"No","None","Sometimes true","Often true","Yes","Yes","Yes","Increased","About the same","About the same","About the same"
"5832",87956114,"Part Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Male","30,000-39,000","Senior","Liberal Arts","Car (alone)","Very reliable","Yes",NA,"Yes","Off-Campus not with family","Yes",NA,"No","Loans","Never true","Sometimes true","Yes","Yes","Yes","Decreased","Decreased","Decreased","Decreased"
"5833",87956116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5834",87956121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5835",87956124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5836",87956125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5837",87956131,"Full Time","No",NA,NA,"Hispanic","Female","20,000-29,999","Freshman","Nursing","Car (alone)","Very reliable","No","Yes","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","About the same","Decreased","About the same","About the same"
"5838",87956133,"Full Time","No",NA,NA,"Hispanic","Non-binary/Non-conforming","10,000-19,999","Senior","Liberal Arts","Bike, Trolley, or Walk","Somewhat reliable","No","No","No","Off-Campus not with family","Yes",NA,"Yes","Multiple Aids","Sometimes true","Often true","Yes","Yes","Yes","Decreased","Decreased","About the same","Increased"
"5839",87956138,"Full Time","No",NA,NA,"Hispanic","Male","< 10,000","Sophomore","Liberal Arts","Car (someone drives) & Carpool","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Sometimes true","Often true","Yes","Yes","Yes","About the same","About the same","About the same","Increased"
"5840",87956141,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Male","70,000-99,999","Masters","Business","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","Increased","About the same","About the same","About the same"
"5841",87956144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5842",87956145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5843",87956147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5844",87956148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5845",87956151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5846",87956152,"Part Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Male","< 10,000","Sophomore","Engineering","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Sometimes true","No","No","No","Decreased","About the same","About the same","About the same"
"5847",87956153,"Part Time","No",NA,NA,"Other","Male","40,000-49,999","Masters","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Other","Never true","Never true","No","No","No","Decreased","Decreased","About the same","About the same"
"5848",87956154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5849",87956156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5850",87956157,"Full Time","No",NA,NA,"Hispanic","Male","40,000-49,999","Junior","Liberal Arts","Bus/Public transport","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Other","Sometimes true","Sometimes true","No","No","No","About the same","Decreased","Decreased","Increased"
"5851",87956158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5852",87956160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5853",87956162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5854",87956163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5855",87956165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5856",87956166,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Male","20,000-29,999","Sophomore","Liberal Arts","Car (alone)","Somewhat reliable","No","No","Yes","Off-Campus not with family","Yes",NA,"Yes","Loans","Never true","Sometimes true","Yes","Yes","No","About the same","Increased","About the same","About the same"
"5857",87956167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5858",87956169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5859",87956172,"Part Time","No",NA,NA,"Hispanic","Male","40,000-49,999","Senior","Engineering","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Work Study","Never true","Never true","No","No","No","Increased","Decreased","Decreased","Increased"
"5860",87956173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5861",87956174,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female","30,000-39,000","Senior","Liberal Arts","Car (alone)","Fairly reliable","No","Yes","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Sometimes true","Sometimes true","Yes","No","Yes","About the same","Decreased","About the same","About the same"
"5862",87956176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5863",87956180,"Full Time","Full Time","Off-Campus","More than 19 hours","White/Caucasian","Male","50,000-69,999","Masters","Liberal Arts","Car (alone)","Very reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"No","Multiple Aids","Often true","Sometimes true","Yes","Yes","Yes","Increased","About the same","About the same","Increased"
"5864",87956185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5865",87956187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5866",87956188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5867",87956197,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Male","20,000-29,999","Junior","Liberal Arts","Car (alone)","Very reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"No","Loans","Sometimes true","Sometimes true","Yes","Yes","Yes","About the same","Decreased","Decreased","Increased"
"5868",87956198,"Full Time","Part Time","On-Campus","19 hours or less","Hispanic","Male","10,000-19,999","Senior","Liberal Arts","Car (someone drives) & Carpool","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"5869",87956200,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","50,000-69,999","Sophomore","Science","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","No","Yes","No","Decreased","Decreased","Increased","About the same"
"5870",87956201,"Part Time","Part Time","Off-Campus","19 hours or less","White/Caucasian","Male","50,000-69,999","Masters","More than one","Car (alone)","Very reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"Yes","Multiple Aids","Often true","Often true","Yes","Yes","Yes","About the same","Decreased","Decreased","Increased"
"5871",87956203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5872",87956204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5873",87956206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5874",87956209,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic",NA,"40,000-49,999","Sophomore","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Sometimes true","Sometimes true","No","No","No","Increased","Decreased","About the same","Decreased"
"5875",87956213,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Female","< 10,000","Senior","Science","Car (alone)","Very reliable","Yes",NA,"Yes","Off-Campus not with family","Yes",NA,"No","Other","Never true","Sometimes true","No","No","No","Decreased","Decreased","Increased","About the same"
"5876",87956216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5877",87956217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5878",87956224,"Full Time","Part Time","On-Campus","19 hours or less","Hispanic","Male","10,000-19,999","Doctoral/Professional","More than one","Car (alone)","Fairly reliable","No","No","No","Off-Campus not with family","Yes",NA,"Yes","Other","Never true","Sometimes true","No","No","No","Increased","About the same","Decreased","Increased"
"5879",87956225,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","30,000-39,000","Junior","Science","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Grants","Sometimes true","Sometimes true","No","No","No","Decreased","Decreased","Decreased","Increased"
"5880",87956226,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Male","< 10,000","Sophomore","Engineering","Car (alone)","Very reliable","Yes",NA,"Yes","Off-Campus not with family","Yes",NA,"Yes","Grants","Often true","Often true","Yes","Yes","Yes","Increased","Decreased","About the same","Increased"
"5881",87956228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5882",87956229,"Full Time","Full Time","On-Campus","More than 19 hours","White/Caucasian","Male","40,000-49,999","Doctoral/Professional","Science","Car (alone)","Very reliable","No","No","Yes","Off-Campus with family","Yes",NA,"No","Other","Sometimes true","Never true","Yes","No","No","Increased","About the same","About the same","About the same"
"5883",87956230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5884",87956232,"Full Time","Part Time","Off-Campus","19 hours or less","Black/African American","Male","70,000-99,999","Senior","Engineering","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Sometimes true","Sometimes true","Yes","No","No","About the same","About the same","About the same","About the same"
"5885",87956236,"Part Time","No",NA,NA,"Hispanic","Female","< 10,000","Sophomore","Liberal Arts","Car (someone drives) & Carpool","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Sometimes true","Sometimes true","Yes","Yes","Yes","Decreased","Decreased","Decreased","Increased"
"5886",87956238,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Male","40,000-49,999","Junior","Liberal Arts","Car (alone)","Very reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"No","Work Study","Never true","Never true","No","No","No","Decreased","Decreased","About the same","Increased"
"5887",87956239,"Part Time","No",NA,NA,"Hispanic","Male","30,000-39,000","Junior","Engineering","Car (someone drives) & Carpool","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","Decreased","Decreased","About the same","About the same"
"5888",87956243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5889",87956244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5890",87956246,"Full Time","No",NA,NA,"Hispanic","Female","70,000-99,999","Sophomore","Nursing","Bike, Trolley, or Walk","Very reliable","No","No","No","On-Campus","Yes",NA,"Yes","Multiple Aids","Never true","Never true","No","No","No","Decreased","Decreased","Decreased","Increased"
"5891",87956249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5892",87956254,"Full Time","No",NA,NA,"Hispanic",NA,"10,000-19,999","Sophomore","Business","Bus/Public transport","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Grants","Sometimes true","Sometimes true","Yes","Yes","Yes","Decreased","About the same","About the same","About the same"
"5893",87956259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5894",87956260,"Full Time","Part Time","On-Campus","19 hours or less","White/Caucasian","Male","20,000-29,999","Doctoral/Professional","Science","Car (alone)","Very reliable","Yes",NA,"Yes","Off-Campus not with family","Yes",NA,"Yes","Multiple Aids","Sometimes true","Often true","Yes","Yes","Yes","Increased","Decreased","About the same","Increased"
"5895",87956261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5896",87956262,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female",">=100,000","Senior","Science","Car (someone drives) & Carpool","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","About the same","About the same","Decreased","About the same"
"5897",87956263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5898",87956265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5899",87956267,"Part Time","No",NA,NA,"Hispanic","Female","70,000-99,999","Sophomore","Liberal Arts","Car (someone drives) & Carpool","Somewhat reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Other","Sometimes true","Sometimes true","No",NA,NA,NA,NA,NA,NA
"5900",87956268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5901",87956270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5902",87956271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5903",87956275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5904",87956276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5905",87956279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5906",87956280,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Male","70,000-99,999","Masters","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","About the same","Decreased","About the same","About the same"
"5907",87956283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5908",87956284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5909",87956285,"Full Time","Part Time","Off-Campus","19 hours or less","Other","Male","30,000-39,000","Sophomore","Engineering","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Grants","Never true","Never true","No","No","No","About the same","Decreased","About the same","Increased"
"5910",87956287,"Full Time","Full Time","On-Campus","More than 19 hours","White/Caucasian","Male","30,000-39,000","Doctoral/Professional","Business","Bike, Trolley, or Walk","Very reliable","No","No","Yes","Other","Yes",NA,"No","None","Sometimes true","Often true","Yes","Yes","Yes","About the same","About the same","About the same","About the same"
"5911",87956288,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Female","20,000-29,999","Masters","Health Sciences","Car (alone)","Very reliable","No","Yes","Yes","Other","Yes",NA,"No","Multiple Aids","Sometimes true","Often true","Yes","Yes","Yes","Increased","Increased","Increased","Increased"
"5912",87956291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5913",87956292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5914",87956299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5915",87956300,"Part Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female","30,000-39,000","Masters","Engineering","Car (someone drives) & Carpool","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Loans","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"5916",87956301,"Full Time","No",NA,NA,"Hispanic","Male","50,000-69,999","Junior","Liberal Arts","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Work Study","Never true","Never true","No","Yes","No","Increased","Decreased","Decreased","Increased"
"5917",87956302,"Full Time","No",NA,NA,"Hispanic","Female","30,000-39,000","Freshman","Engineering","Car (someone drives) & Carpool","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5918",87956303,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Male","20,000-29,999","Freshman","Science","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","No","No","Yes","Decreased","About the same","Increased","About the same"
"5919",87956304,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Male","70,000-99,999","Masters","Liberal Arts","Bus/Public transport","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Scholarship","Never true","Never true","Yes","No","No","Decreased","Decreased","About the same","Decreased"
"5920",87956307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5921",87956309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5922",87956310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5923",87956314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5924",87956315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5925",87956320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5926",87956321,"Full Time","No",NA,NA,"Hispanic","Female",">=100,000","Sophomore","Business","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","Decreased","Decreased","About the same","About the same"
"5927",87956335,"Part Time","Full Time","Off-Campus","More than 19 hours","Asian","Male",">=100,000","Masters","Business","Car (alone)","Very reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"No","Loans","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"5928",87956337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5929",87956338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5930",87956339,"Full Time","No",NA,NA,"Hispanic","Male","< 10,000","Freshman","Business","Bike, Trolley, or Walk","Fairly reliable","No","No","No","On-Campus","Yes",NA,"No","Grants","Often true","Sometimes true","Yes","No","Yes","About the same","About the same","About the same","About the same"
"5931",87956348,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Male","40,000-49,999","Junior","Engineering","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Sometimes true","Often true","Yes","Yes","Yes","Increased","Decreased","Decreased","Increased"
"5932",87956352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5933",87956355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5934",87956357,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Female","30,000-39,000","Senior","Liberal Arts","Car (alone)","Somewhat reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"No","Multiple Aids","Often true","Sometimes true","Yes","Yes","No","Increased","About the same","Decreased","Increased"
"5935",87956359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5936",87956361,"Full Time","No",NA,NA,"Hispanic","Female","40,000-49,999","Sophomore","Nursing","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"5937",87956363,"Full Time","No",NA,NA,"Asian","Female","< 10,000","Sophomore","Engineering","Car (someone drives) & Carpool","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Sometimes true","No","No","No","About the same","Decreased","Increased","Increased"
"5938",87956367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5939",87956369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5940",87956370,"Full Time","Part Time","On-Campus","More than 19 hours","Hispanic","Female","10,000-19,999","Masters","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Loans","Sometimes true","Sometimes true","Yes","No","No","Increased","Decreased","About the same","Increased"
"5941",87956371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5942",87956375,"Full Time","No",NA,NA,"Hispanic","Female","20,000-29,999","Senior","Business","Car (alone)","Very reliable","No","Yes","Yes","Other","Yes",NA,"No","Grants","Never true","Never true","No","No","No","Decreased","Decreased","About the same","About the same"
"5943",87956376,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Female","10,000-19,999","Sophomore","Liberal Arts","Car (alone)","Very reliable","No","No","Yes","Off-Campus not with family","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5944",87956377,"Full Time","Full Time","On-Campus","More than 19 hours","Hispanic","Male","20,000-29,999","Doctoral/Professional","Science","Bus/Public transport","Very reliable","Yes",NA,"Yes","Off-Campus not with family","Yes",NA,"No","Other","Sometimes true","Often true","No","Yes","No","About the same","About the same","About the same","About the same"
"5945",87956378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5946",87956379,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female",">=100,000","Senior","Education","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Scholarship","Never true","Never true","No","No","No","Decreased","Decreased","About the same","Increased"
"5947",87956383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
